"","region","year","tfr_male","tfr_female","tfr_ratio","country","U"
"1","Aguascalientes",1990,4.8320144445354,4.05756619965168,1.19086521495329,"Mexico",0.17423729552195
"2","Aguascalientes",1991,4.67289564833322,3.93830587588364,1.18652430654203,"Mexico",0.170612607400658
"3","Aguascalientes",1992,4.63220014399915,3.9193709487618,1.18187336808794,"Mexico",0.166713037289902
"4","Aguascalientes",1993,4.48497749393771,3.80842802409767,1.17764533438973,"Mexico",0.163153596762819
"5","Aguascalientes",1994,4.38443240012457,3.73400348981298,1.17419076122614,"Mexico",0.160235030276648
"6","Aguascalientes",1995,4.14066131181592,3.55202591722717,1.16571821498652,"Mexico",0.153037651749679
"7","Aguascalientes",1996,3.88934970259119,3.33570135241968,1.16597659432848,"Mexico",0.1532579758831
"8","Aguascalientes",1997,3.72097985083798,3.19203258575196,1.16570860443187,"Mexico",0.15302945566432
"9","Aguascalientes",1998,3.7345333858914,3.1909188037294,1.17036302569863,"Mexico",0.156990350168533
"10","Aguascalientes",1999,3.62263172866561,3.09203628468224,1.17160065249296,"Mexico",0.158040708171608
"11","Aguascalientes",2000,3.47303507133439,2.96212610594041,1.17248049108017,"Mexico",0.158786688109137
"12","Aguascalientes",2001,3.74402617431137,3.21496102282208,1.16456347300437,"Mexico",0.152052342245211
"13","Aguascalientes",2002,3.61234214784191,3.10122944555746,1.16480970249287,"Mexico",0.152262531254443
"14","Aguascalientes",2003,3.35188754480467,2.89668144368069,1.15714744958133,"Mexico",0.145699311942565
"15","Aguascalientes",2004,3.33634842105763,2.86802895792185,1.16328965641795,"Mexico",0.15096420947006
"16","Aguascalientes",2005,3.14319426246962,2.71076951308649,1.15952103168328,"Mexico",0.147737418939549
"17","Aguascalientes",2006,3.03204333580157,2.6422558570869,1.14752071706803,"Mexico",0.137387002505324
"18","Aguascalientes",2007,3.02779517024979,2.62600474485822,1.15300445521977,"Mexico",0.142131108785053
"19","Aguascalientes",2008,3.03188624327698,2.64034989272908,1.14828957011572,"Mexico",0.13805361453925
"20","Aguascalientes",2009,2.87995527821573,2.52439612674278,1.14084919070595,"Mexico",0.131582543335993
"21","Aguascalientes",2010,2.89300106502591,2.55574094383744,1.13196177883431,"Mexico",0.123793756665245
"22","Aguascalientes",2011,2.90813138536754,2.58944890308308,1.12306961605036,"Mexico",0.115935544571838
"23","Aguascalientes",2012,2.75985111430214,2.49293541366465,1.10706883907799,"Mexico",0.101628230736727
"24","Aguascalientes",2013,2.63946070741906,2.39788976100049,1.10074314105156,"Mexico",0.0959119076320139
"25","Aguascalientes",2014,2.61730608282223,2.40575266038741,1.08793648071899,"Mexico",0.0842329079749706
"26","Aguascalientes",2015,2.49861362196599,2.32209234408492,1.07601819898796,"Mexico",0.0732346171387322
"27","Aguascalientes",2016,2.4354722166036,2.2856617419634,1.06554358936398,"Mexico",0.0634637677960212
"28","Aguascalientes",2017,2.42135426219322,2.29764520007698,1.05384167325403,"Mexico",0.0524302081851571
"29","Aguascalientes",2018,2.29497541109353,2.18752558186437,1.04911934750385,"Mexico",0.047941909839159
"30","Aguascalientes",2019,2.17182030933524,2.08923757668508,1.0395276887472,"Mexico",0.0387616103132943
"31","Aguascalientes",2020,1.74598195328015,1.68856637130508,1.03400256155208,"Mexico",0.0334341383780062
